ra,dec,OBJECT_ID,parallax,parallax_error,phot_g_mean_mag
100.3331646171006,9.97660372610828,3326743060298238720,0.0054980020426663,0.39878896,19.24936
100.2000466940709,9.854220174256405,3326717122991781504,0.0057310001146515,0.2868306,18.939959
100.2415702602854,10.037842749044916,3326932077514296832,1.17428256487796,0.25887862,18.988651
100.1757153543316,10.01224536957035,3326930630111310592,0.5122223265288154,0.11964167,17.513603
100.3308530187972,9.896902203116142,3326740315813077760,0.3741140537052186,0.52639204,19.719654
100.30353811314612,10.017809227015409,3326931111145866112,0.5073705274699659,1.0918276,20.224934
100.33595983669404,9.906956070376436,3326740517677235840,0.9073174262982666,0.190308,18.668242
100.17591895999186,10.013556710751542,3326930698838050432,0.2586419728716851,0.5889864,19.846832
100.3410434740914,9.926045280943187,3326742033802075392,0.2765245140208777,0.08810328,17.082867
100.23759987528828,9.842723290137686,3326716431506551552,2.556811567428544,0.789494,20.445652
100.20882455060972,10.03329437764852,3326930771844246144,0.1579886131315858,1.4480125,20.287874
100.19652754928002,10.028969414685427,3326930767548481152,0.2796282720971017,0.13082433,18.022232
100.14195069179384,9.942492212619117,3326906303416421120,0.6577132778217611,0.18190876,18.326239
100.17062295403952,10.010396839407514,3326930668765045632,0.8616499333845404,0.81249887,19.986118
100.14664229065276,9.972395086176196,3326930080360590720,0.2073210225609416,0.9736743,20.171152
100.16742076646878,10.007779137628887,3326930668766368000,0.3954158992710941,0.10711968,17.213129
100.28375651170892,10.032256114342871,3326931386023862528,0.0946952045888396,0.40979877,19.09585
100.26111314741044,9.842438605350807,3326739834779788160,1.1768540095119857,0.27074605,18.902935
100.32472260397483,9.881594526052314,3326740208441027968,1.2647707393893306,0.45815292,19.627104
100.23757084364648,10.041140826790803,3326932073218546816,0.3448762872973119,0.24887083,18.80305
100.1939476300048,10.029191542414614,3326930801908219392,0.0020347163513246,0.47989917,19.693926
100.17795201154054,10.018884337868377,3326930698830798848,0.0545306239412072,0.37240937,19.214392
100.19081082544156,10.028229411425997,3326930801908219136,0.6917353078944326,0.3971135,19.409725
100.2728983896825,10.03763891562852,3326931351664040320,0.3651243662660404,0.16497499,17.842339
100.16988242575847,10.01313067995945,3326930664471048320,0.1623261968653407,0.38451385,19.346037
100.20979848396296,9.844157480808803,3326717049977363712,0.988839119301706,0.23310411,18.774776
100.32977940106832,9.995998737484005,3326743369535893888,1.3441853690215906,0.4990984,19.359219
100.18652681430036,10.026785195870612,3326930806205317248,0.3708252731799177,0.11531804,17.255964
100.34289369712828,9.914438441982965,3326740556333326720,0.1935629933082495,0.11018155,17.30109
100.13960213818191,9.953945217749045,3326929839837220352,0.0925106997116871,0.12210074,17.692373
100.21075181094368,10.038390978102576,3326932245017322752,0.5729917826025731,0.22429465,18.86198
100.13882532497188,9.95151281651042,3326929844131353216,0.5990425738949157,0.34899074,19.30859
100.18776057550868,10.028484864863234,3326930801908219008,0.5713403455919248,0.54229194,19.81836
100.20102664534862,10.03556374950768,3326930840563724672,0.3115528378307465,0.8586726,20.270592
100.13867270805532,9.927014260974632,3326906303416703232,0.330282536990191,0.11599787,17.545588
100.18624779867814,10.02797235786211,3326930801915108736,0.8677427757975711,0.4079758,19.409822
100.19882024649289,10.034739658125291,3326930836267964032,0.4083869952769199,0.4629533,19.625774
100.31755687017385,10.013396178073014,3326931042426390784,0.6634212423402591,0.66136044,19.826828
100.18538630984006,10.027936536930673,3326930801910032256,0.1453576669571464,0.10222116,17.217947
100.1725698263064,9.862868853243423,3326717397867661312,1.0241650354416256,0.71530247,20.05233
100.34818610236444,9.949379548680875,3326742132586790400,0.9699846590783916,0.8220134,20.370089
100.34735691853902,9.924784514557468,3326742029507573376,0.2335013452205558,0.9473253,20.162788
100.17778145654354,10.023681805319256,3326930703124778880,0.7760591843621036,0.95346355,20.054388
100.19762370599057,10.03582024753189,3326930836267964160,0.2723561105043383,0.20549461,18.770432
100.21151665076874,9.840344097179864,3326717049977363200,0.2303091957597339,0.08248169,16.7936
100.13871880736298,9.965804906756354,3326930080355691136,0.7175108090518675,0.5062068,19.863386
100.2866179669218,10.036925926823487,3326931386023947904,0.4840144430559063,0.46473292,19.434065
100.1446523472554,9.98322958013394,3326930183434655360,0.3278769503794612,0.34041926,19.252054
100.2415536355535,10.046464752539254,3326932073218547712,0.2963420117759635,0.53542596,19.515093
100.14297480024732,9.981704107371256,3326930183439804416,0.363635773198166,1.1848003,20.45014
100.1754700337938,10.024078337931394,3326930698830809856,0.7564617033257867,0.17377459,18.536942
100.173734709268,10.023097551353958,3326930698835890048,1.2236262820802215,0.49678257,19.57943
100.34549597848796,9.974316397945412,3326743060299720192,0.4603430134669199,0.83812815,20.287619
100.29783884875796,10.032808278154144,3326931317304385920,0.3097671764564089,0.31513277,18.97261
100.155480615859,10.004699352224288,3326930290809791232,0.2459977268719249,0.360647,19.29774
100.16437696727871,10.015049312240668,3326930668765045888,2.4453355259081664,1.7523733,
100.17322896879928,10.02356349660098,3326930703126104320,0.6415372892315712,0.3517262,19.228664
100.28132845274624,10.04130924032138,3326931386025931776,3.0589308291380344,0.6218476,19.706264
100.16483196202238,10.016356145526649,3326930664471055232,0.0576650286603256,0.44545192,19.367258
100.1338160320214,9.930886768254688,3326906273350840192,0.5878006164042124,0.5780278,19.907133
100.28169107213084,10.041419956799649,3326931390320863104,1.0183673043010868,1.1142002,20.215998
100.13758987535056,9.970900424696422,3326930084649514880,0.55425482373384,0.6787985,20.012205
100.1353208277559,9.961804515536176,3326930050289781504,0.6898660533012051,0.33517936,19.027678
100.33507049149226,9.998658463512024,3326743369535638656,0.4718278660457382,0.14047764,17.638422
100.35091210178074,9.921648979621828,3326742029506069248,0.4022987314698766,0.6931325,20.016045
100.3460410793792,9.97787639519022,3326743094657977472,0.1573658730507872,0.19392519,18.475374
100.15373090818268,10.004881759072797,3326930290809247104,0.5419613103708584,0.17591724,18.549856
100.31990224576676,9.863336741756878,3326739727404688128,1.043814456246628,0.5269688,19.899567
100.13294941814672,9.952092687679285,3326929839837509120,0.4733816813136783,0.4208087,19.558737
100.19990521525472,9.840546452709184,3326717049977363328,0.3159103387704976,0.10670185,17.433254
100.14574757872188,9.993094658966482,3326930252154150912,0.643809412316621,0.21680157,18.761402
100.27309018150116,10.045438414001806,3326932141938107904,0.5152197491728211,0.43139422,19.346375
100.1876735461973,10.035618219161549,3326930801908225920,0.2508285339081414,0.14436528,17.807663
100.24471273985334,10.050012193012666,3326932176297763200,0.356838347235414,0.6698397,19.748457
100.14206653798632,9.987851517301904,3326930252154140800,0.5342678137150698,0.13049032,18.019983
100.15563781163895,10.009595866608938,3326930664471272704,0.7172033063472676,0.5174792,19.89028
100.14104557525184,9.986827438666571,3326930252154397696,0.3645514040105067,0.8129807,20.098024
100.3472852837277,9.901937172469976,3326740350172808960,0.3441066657608038,0.889816,20.311813
100.1346585455065,9.969605439673805,3326930080355415168,1.5766025145887823,1.3725936,19.668892
100.3128667140561,9.854950458435033,3326739727404329088,1.2433734714896296,0.3104224,18.98211
100.17010651879828,10.02546744815776,3326930703126104576,0.2492487234599923,0.14138597,17.806005
100.34412151883122,9.988608672048164,3326743300817884800,0.0942503517702215,0.99005806,20.416504
100.25746031378335,10.050654258330663,3326932176297763584,0.334058333617603,0.41127843,19.107344
100.17296604747612,10.027929863990549,3326930698831022464,1.3803343847273633,0.9041316,20.137539
100.33946708350156,9.883742440780791,3326740139720522880,1.351173900582191,0.4461719,19.49482
100.2054173697842,10.045771917239772,3326932313738751232,0.4751426275725672,1.4096886,20.560287
100.175110633077,9.851287692826665,3326717290495738496,0.5582952908297459,0.30118033,19.0043
100.17667469987764,10.031537851545018,3326930806205317888,0.2788814097157493,0.08084326,16.742025
100.2401464900187,10.05261723289794,3326932382456194432,0.2248459192290283,0.19058633,18.080912
100.22153168254646,10.050718241650683,3326932279376978816,0.3172203382179485,0.1897458,18.201887
100.14340582820586,9.995242059812288,3326930252154152832,0.79510073046921,0.43890408,19.63601
100.34799990982502,9.982887690903564,3326743094657712896,0.2193737152786523,0.25911367,18.925854
100.14308061052832,9.994896311440606,3326930252159281280,1.1923797170208978,0.48570564,
100.22628308201004,10.05192267118172,3326932279376979072,0.7013238333404067,0.26443717,18.953056
100.33578470058482,9.875981274201257,3326740144014389760,0.0843130426015551,0.8288276,20.110922
100.34711090639225,9.895532972113692,3326740311518789120,0.6986941332229288,0.5304611,20.020119
100.1331115793121,9.972875630264369,3326930080355421824,0.285944580663667,0.07327837,16.701878
100.2706722290008,10.050137287476046,3326932141938024960,1.6465954016944204,0.35347256,19.09098
100.12808766218738,9.946872900906614,3326906376430053248,1.0634935286411458,0.5442554,19.792171
100.35682898876878,9.926421937955253,3326742029505753088,0.3025876540162561,0.17319615,18.258753
100.34687347300992,9.989807437838245,3326743300816152064,0.474960217060467,0.15423667,17.8212
100.34876548760668,9.985911250361648,3326743098953958528,1.0310083436825903,0.30687726,18.983768
100.35827550725062,9.939661072821467,3326742063865509760,0.4905596158262472,0.1650494,18.398039
100.23485277852318,10.054636454307536,3326932382456195328,0.375455239932036,0.23081994,18.730797
100.23273314840814,10.054534964860515,3326932382458279168,1.6258437811129072,0.87996334,20.211843
100.33106823923148,10.015249548663675,3326931420383511040,0.4060042053773839,0.4956239,19.537523
100.3496018386471,9.986271521163337,3326743094659468288,0.5037001213600634,0.62906045,19.812532
100.35799555787683,9.956862190600868,3326742235664512000,0.8402709865110922,0.43582222,19.206884
100.17320706571996,10.033265566664168,3326933756846784256,2.854203280252291,0.8833622,20.138296
100.1933046817998,10.045045472053248,3326930836267966336,0.4429198648693492,0.25830105,18.125608
100.15878629564732,10.020847745885856,3326933623702545408,0.3390211039574889,0.22946212,18.843933
100.32167567196164,10.025597035562663,3326931489102988800,0.5531882264686128,0.23794459,18.710646
100.18191392964545,9.842349882508133,3326717084337101824,0.3549852024176791,0.15750273,17.737
100.13586945093031,9.987871360238698,3326930252154139904,0.034617742730153,0.18122421,18.64512
100.16452969674124,10.02659857188678,3326933658062280832,0.3558477275584775,1.0201395,20.243938
100.23043601871628,10.055475968261067,3326932279377062016,0.0783598355930776,0.61911345,19.905891
100.13079778712824,9.974853381829224,3326930153368992512,2.8745878132275715,1.4448633,20.667288
100.20523538127746,10.050211329163195,3326932313736716928,0.1327033826739237,0.5434615,19.734974
100.16452391490245,10.026899746977003,3326933653768313728,1.6329203911402512,0.4379125,19.522146
100.12831868329638,9.966523328365165,3326930045995672704,0.507900044773341,0.14572987,18.319363
100.3580093893485,9.9618918621864,3326742991580277504,0.2945675037279814,0.8527244,20.126984
100.35896992462725,9.955991759757216,3326742235664221568,0.0359846917206364,0.2022787,18.708187
100.15876672499974,9.859921253376024,3326717359215215872,1.3669736544165545,0.27637073,19.018621
100.12652830393075,9.960333399822725,3326930045995661824,0.4208760848138217,0.14995126,18.350958
100.1254878691704,9.9547629897156,3326906582588481536,2.583874001888769,0.6215311,19.943668
100.23866542359086,10.056992317279295,3326932386751939200,0.3112475438729113,0.560123,19.886347
100.15397601210212,10.017552671673538,3326933623703867904,0.2659301257352395,0.07387976,16.951393
100.2185151432611,10.05462827548479,3326932352392205184,0.734147541632493,0.462696,19.462984
100.16095393387454,9.85681111993511,3326717363507926656,0.2058164440026924,0.53487945,19.801825
100.32664845328506,9.859042393987236,3326739727405063296,0.271500861915057,0.65331477,19.982002
100.34930916859732,9.990980820375016,3326743094657723008,0.5976459267767841,0.14100488,17.595875
100.29139913572946,10.047091221413169,3326931763980985984,0.1083330287767009,0.21103226,18.408058
100.14485111410896,10.006567068076482,3326933241451412992,0.3031298208767802,0.14346923,18.13457
