_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
100.20891800	+09.95110700	100.208918	+09.951107	06405014+0957039	13.823	0.032	13.077	0.032	12.843	0.045	AAA	222	111	000	0	0
100.21109500	+09.95275500	100.211095	+09.952755	06405066+0957099	15.538	0.069	14.999	0.065	14.698	0.109	AAB	222	111	000	0	0
100.19480400	+09.94760000	100.194804	+09.947600	06404675+0956513	15.729	0.087	14.856	0.067	14.658	0.119	AAB	222	111	000	0	0
100.19690200	+09.96642800	100.196902	+09.966428	06404725+0957591	16.408	0.144	15.698	0.111	15.714	0.271	BBD	222	111	sss	0	0
100.23781400	+09.94516800	100.237814	+09.945168	06405707+0956426	14.723	0.040	14.113	0.040	13.806	0.066	AAA	222	111	000	0	0
100.24511500	+09.96715600	100.245115	+09.967156	06405882+0958017	16.569	0.177	15.674	0.123	15.271	0.172	CBC	222	111	sss	0	0
100.24745300	+09.95990100	100.247453	+09.959901	06405938+0957356	14.746	0.059	14.046	0.039	13.780	0.052	AAA	222	111	000	0	0
100.23974600	+09.93795400	100.239746	+09.937954	06405753+0956166	15.726	0.080	15.070	0.062	14.980	0.164	AAC	222	111	000	0	0
100.23981300	+09.95108400	100.239813	+09.951084	06405755+0957039	16.108	0.096	15.256	0.098	14.973	0.149	AAB	222	111	000	0	0
100.24062000	+09.97119800	100.240620	+09.971198	06405774+0958163	15.438	0.058	14.440	0.048	13.969	0.062	AAA	222	112	ccc	0	0
100.24503900	+09.94821200	100.245039	+09.948212	06405880+0956535	14.800	0.037	14.167	0.043	13.703	0.061	AAA	222	111	000	0	0
100.24791600	+09.96140100	100.247916	+09.961401	06405949+0957410	14.876	0.039	13.890	0.064	13.478	0.058	AAA	222	111	000	0	0
100.24096400	+09.94164000	100.240964	+09.941640	06405783+0956299	11.978	0.023	11.457	0.024	11.320	0.028	AAA	222	111	000	0	0
100.23993100	+09.97019300	100.239931	+09.970193	06405758+0958126	14.059	0.037	13.296	0.044	12.823	0.046	AAA	222	112	00c	0	0
100.23258800	+09.95773100	100.232588	+09.957731	06405582+0957278	15.220	0.058	14.502	0.040	14.250	0.089	AAA	222	111	000	0	0
100.23220400	+09.95213100	100.232204	+09.952131	06405572+0957076	14.749	0.039	14.052	0.043	13.809	0.046	AAA	222	111	000	0	0
100.22877200	+09.95255900	100.228772	+09.952559	06405490+0957092	15.011	0.053	14.352	0.052	14.006	0.067	AAA	222	111	000	0	0
100.23499600	+09.95232300	100.234996	+09.952323	06405639+0957083	16.512	0.146	15.516	0.113	15.118	0.148	BBC	222	111	000	0	0
100.25571000	+09.95222800	100.255710	+09.952228	06410137+0957080	16.546	0.147	15.874	0.170	15.211	0.175	CCC	222	111	000	0	0
100.24652300	+09.96961200	100.246523	+09.969612	06405916+0958106	16.525	0.148	15.430	0.104	14.732	0.121	CAB	222	111	000	0	0
100.25132800	+09.96295900	100.251328	+09.962959	06410031+0957466	16.989	0.207	16.095	0.180	15.453	0.203	DCD	222	111	000	0	0
100.26640300	+09.96929400	100.266403	+09.969294	06410393+0958094	12.990	0.023	12.314	0.027	12.064	0.030	AAA	222	111	000	0	0
100.26366700	+09.96527200	100.263667	+09.965272	06410328+0957549	13.053	0.024	12.377	0.024	12.239	0.025	AAA	222	111	00s	0	0
100.25703200	+09.98441100	100.257032	+09.984411	06410168+0959038	15.004	0.052	14.375	0.045	14.254	0.096	AAA	222	111	000	0	0
100.25690200	+09.98047500	100.256902	+09.980475	06410165+0958497	17.042	0.231	16.236	0.191	15.548	0.232	DCD	222	111	000	0	0
100.25923100	+09.97334800	100.259231	+09.973348	06410221+0958240	15.839	0.079	14.587	0.051	13.989	0.058	AAA	222	111	000	0	0
100.25783800	+09.97364200	100.257838	+09.973642	06410188+0958251	16.549	0.160	15.477	0.101	14.717	0.131	CAB	222	111	cc0	0	0
100.26072200	+09.95741700	100.260722	+09.957417	06410257+0957267	16.666		14.336	0.043	13.031	0.033	UAA	22	11	000	0	0
100.27130000	+09.97948000	100.271300	+09.979480	06410511+0958461	16.012	0.085	15.187	0.079	14.731	0.119	AAB	222	111	000	0	0
100.25105500	+09.98045600	100.251055	+09.980456	06410025+0958496	11.846	0.023	11.361	0.024	11.198	0.027	AAA	222	111	000	0	0
100.21508100	+09.97199100	100.215081	+09.971991	06405161+0958191	15.895	0.100	14.900	0.079	14.738	0.118	AAB	222	111	000	0	0
100.21577500	+09.97336600	100.215775	+09.973366	06405178+0958241	16.436	0.152	15.401	0.114	14.936	0.177	BBC	222	111	000	0	0
100.22363300	+09.96668100	100.223633	+09.966681	06405367+0958000	13.814	0.032	13.078	0.032	12.860	0.037	AAA	222	212	csc	0	0
100.20551100	+09.98094900	100.205511	+09.980949	06404932+0958514	15.241	0.064	14.486	0.056	14.270	0.089	AAA	222	111	000	0	0
100.20923500	+09.97547100	100.209235	+09.975471	06405021+0958316	15.626	0.068	15.232	0.076	14.839	0.110	AAB	222	111	000	0	0
100.22254700	+09.96714200	100.222547	+09.967142	06405341+0958017	15.552	0.072	15.007	0.072	14.673	0.111	AAB	222	212	ccc	0	0
100.24770500	+09.99596500	100.247705	+09.995965	06405944+0959454	12.781	0.026	12.093	0.026	11.685	0.024	AAA	222	111	000	0	0
100.23943500	+09.98692900	100.239435	+09.986929	06405746+0959129	16.865	0.190	15.713	0.133	15.461	0.195	CBD	222	111	000	0	0
100.23948300	+09.99855100	100.239483	+09.998551	06405747+0959547	17.423		16.392	0.227	14.993	0.146	UDB	22	11	000	0	0
100.24225500	+09.98330400	100.242255	+09.983304	06405814+0958598	17.046	0.228	15.850	0.142	15.009	0.136	DBB	222	111	000	0	0
100.23631900	+09.97588700	100.236319	+09.975887	06405671+0958331	15.556	0.058	14.880	0.064	14.624	0.109	AAB	222	111	000	0	0
100.22573600	+09.98828700	100.225736	+09.988287	06405417+0959178	14.483	0.035	13.738	0.027	13.351	0.058	AAA	222	111	000	0	0
100.22749300	+09.98296400	100.227493	+09.982964	06405459+0958586	15.320	0.061	14.060	0.041	13.646	0.067	AAA	222	111	000	0	0
100.23292800	+09.98119000	100.232928	+09.981190	06405590+0958522	16.483	0.158	15.247	0.078	15.112	0.151	CAC	222	111	000	0	0
100.16119900	+09.95415200	100.161199	+09.954152	06403868+0957149	15.830	0.080	15.306	0.092	15.211	0.179	AAC	222	111	ccc	0	0
100.15534200	+09.96057500	100.155342	+09.960575	06403728+0957380	14.610	0.044	13.981	0.049	13.740	0.052	AAA	222	111	ccc	0	0
100.13943200	+09.95073000	100.139432	+09.950730	06403346+0957026	14.692	0.044	14.083	0.043	13.814	0.050	AAA	222	111	000	0	0
100.13415300	+09.95613000	100.134153	+09.956130	06403219+0957220	14.751	0.038	14.033	0.043	13.757	0.054	AAA	222	111	000	0	0
100.15701800	+09.96361100	100.157018	+09.963611	06403768+0957489	13.710	0.108	13.249	0.114	13.002	0.086	ABA	222	112	ccc	0	0
100.14975800	+09.96140900	100.149758	+09.961409	06403594+0957410	16.564	0.161	15.531	0.108	15.474	0.227	CAD	222	111	ccc	0	0
100.14792500	+09.94347300	100.147925	+09.943473	06403550+0956365	14.866	0.038	14.326	0.051	13.842	0.054	AAA	222	111	000	0	0
100.16009500	+09.96263800	100.160095	+09.962638	06403842+0957454	7.858	0.024	7.403	0.034	7.331	0.021	AAA	111	111	000	0	0
100.16895600	+09.95090100	100.168956	+09.950901	06404054+0957032	14.580	0.056	14.085	0.066	13.643	0.071	EEA	222	111	000	0	0
100.15789000	+09.96429400	100.157890	+09.964294	06403789+0957514	14.719	0.589	14.377	0.636	13.998	0.273	DDD	222	212	ccc	0	0
100.16765000	+09.94903700	100.167650	+09.949037	06404023+0956565	16.499	0.149	15.910	0.158	14.953		BCU	220	110	000	0	0
100.13961000	+09.95392400	100.139610	+09.953924	06403350+0957141	15.117	0.052	14.607	0.052	14.210	0.075	AAA	222	111	000	0	0
100.14483700	+09.96174000	100.144837	+09.961740	06403476+0957422	13.603	0.027	13.049	0.027	12.923	0.037	AAA	222	111	000	0	0
100.17891800	+09.96564400	100.178918	+09.965644	06404294+0957563	14.468	0.040	13.794	0.033	13.588	0.053	AAA	222	111	s0s	0	0
100.16424800	+09.97149600	100.164248	+09.971496	06403941+0958173	16.730	0.173	15.904	0.146	15.379	0.193	CBC	222	111	ccc	0	0
100.17695700	+09.98363800	100.176957	+09.983638	06404246+0959010	16.611	0.192	15.780	0.136	15.291		CBU	220	110	000	0	0
100.17882800	+09.96156600	100.178828	+09.961566	06404291+0957416	17.027	0.247	15.867	0.152	15.279	0.190	DBC	222	111	000	0	0
100.15919300	+09.96914900	100.159193	+09.969149	06403820+0958089	16.331	0.150	15.329	0.093	15.213	0.168	BAC	222	111	ccc	0	0
100.17818400	+09.98200500	100.178184	+09.982005	06404276+0958552	15.686	0.086	15.372	0.089	14.829		AAU	220	110	000	0	0
100.16947100	+09.97090600	100.169471	+09.970906	06404067+0958152	16.603	0.151	15.539	0.112	15.296	0.195	CBC	222	111	c00	0	0
100.18510200	+09.96790100	100.185102	+09.967901	06404442+0958044	16.638	0.177	15.824	0.127	15.231	0.196	CBC	222	111	0s0	0	0
100.17067600	+09.97467000	100.170676	+09.974670	06404096+0958288	15.866	0.073	15.234	0.082	14.852	0.132	AAB	222	111	000	0	0
100.17191000	+09.96872000	100.171910	+09.968720	06404125+0958073	16.840	0.197	15.957	0.168	15.512		CCU	220	110	c00	0	0
100.15588400	+09.97635300	100.155884	+09.976353	06403741+0958348	16.330	0.120	15.709	0.124	15.547	0.243	BBD	222	111	000	0	0
100.18155900	+09.97215300	100.181559	+09.972153	06404357+0958197	14.696	0.044	13.896	0.040	13.569	0.051	AAA	222	111	000	0	0
100.18933300	+09.96778500	100.189333	+09.967785	06404543+0958040	15.955	0.111	15.272	0.091	14.815	0.149	BAB	222	111	ss0	0	0
100.19051000	+09.97469400	100.190510	+09.974694	06404572+0958288	14.160	0.037	13.558	0.037	13.415	0.051	AAA	222	111	000	0	0
100.13885800	+09.98137700	100.138858	+09.981377	06403332+0958529	13.616	0.027	12.888	0.026	12.706	0.030	AAA	222	111	000	0	0
100.12656400	+09.96033100	100.126564	+09.960331	06403037+0957371	16.256	0.112	15.604	0.115	15.105	0.162	BBC	222	111	000	0	0
100.12832500	+09.96653600	100.128325	+09.966536	06403079+0957595	15.777	0.069	15.105	0.078	15.015	0.129	AAB	222	111	000	0	0
100.13536700	+09.96178800	100.135367	+09.961788	06403248+0957424	15.630	0.066	15.079	0.074	14.683	0.131	AAB	222	111	000	0	0
100.13464800	+09.96958000	100.134648	+09.969580	06403231+0958104	16.094	0.100	15.279	0.105	14.838	0.137	AAB	222	111	000	0	0
100.13312600	+09.97286900	100.133126	+09.972869	06403195+0958223	14.547	0.033	14.125	0.039	14.090	0.069	AAA	222	111	000	0	0
100.15209000	+09.97380000	100.152090	+09.973800	06403650+0958256	16.566	0.150	16.101	0.206	15.363	0.206	CCC	222	111	000	0	0
100.16367900	+09.98943800	100.163679	+09.989438	06403928+0959219	13.316	0.027	12.857	0.023	12.600	0.024	AAA	222	111	000	0	0
100.16167600	+09.98673500	100.161676	+09.986735	06403880+0959122	16.706	0.176	15.742	0.131	15.018		CBU	220	110	0c0	0	0
100.13584100	+09.98791600	100.135841	+09.987916	06403260+0959164	16.386	0.122	16.061	0.173	15.406		BCU	220	110	000	0	0
100.14467100	+09.98322100	100.144671	+09.983221	06403472+0958595	16.266	0.105	15.480	0.116	15.046	0.159	BBC	222	111	000	0	0
100.14468400	+09.99630700	100.144684	+09.996307	06403472+0959467	14.289	0.027	13.711	0.035	13.388	0.046	AAA	222	111	000	0	0
100.14573600	+09.99316500	100.145736	+09.993165	06403497+0959353	16.597	0.150	15.928	0.163	15.937		CCU	220	110	000	0	0
100.14210200	+09.98784900	100.142102	+09.987849	06403410+0959162	15.738	0.081	15.117	0.072	15.142	0.173	AAC	222	111	000	0	0
100.14319200	+09.99500700	100.143192	+09.995007	06403436+0959420	16.208	0.100	15.666	0.130	14.791		BBU	220	110	cc0	0	0
100.15378500	+10.00497800	100.153785	+10.004978	06403690+1000179	16.148	0.101	15.478	0.101	15.365	0.188	BAC	222	111	000	0	0
100.17859900	+09.99144900	100.178599	+09.991449	06404286+0959292	16.231	0.132	15.739	0.141	15.738		BBU	220	110	000	0	0
100.18673700	+09.98725100	100.186737	+09.987251	06404481+0959141	16.780	0.212	16.160	0.170	15.542	0.233	CCD	222	111	000	0	0
100.20067900	+09.98662300	100.200679	+09.986623	06404816+0959118	15.520	0.064	14.880	0.054	14.534	0.106	AAA	222	111	000	0	0
100.19172800	+09.99749900	100.191728	+09.997499	06404601+0959509	15.833	0.131	15.475	0.182	14.800	0.153	BCB	222	111	ccc	0	0
100.19113900	+09.99612400	100.191139	+09.996124	06404587+0959460	12.289	0.033	11.492	0.033	11.150	0.030	AAA	222	111	000	0	0
100.19355000	+09.99621300	100.193550	+09.996213	06404645+0959463	13.399	0.028	12.720	0.026	12.513	0.026	AAA	222	111	000	0	0
100.19039700	+09.99516300	100.190397	+09.995163	06404569+0959425	13.089		13.990	0.071	13.918	0.080	UAA	22	11	0cc	0	0
100.19450000	+09.98064700	100.194500	+09.980647	06404668+0958503	16.310	0.143	15.744	0.125	15.317	0.201	BBC	222	111	000	0	0
100.20167100	+09.99423700	100.201671	+09.994237	06404840+0959392	14.713	0.051	14.132	0.064	13.812	0.068	AAA	222	111	000	0	0
100.20285500	+09.99542600	100.202855	+09.995426	06404868+0959435	15.435		14.671		14.827	0.159	UUC	2	1	000	0	0
100.19489800	+09.99834700	100.194898	+09.998347	06404677+0959540	15.095	0.050	14.666	0.060	14.434	0.083	AAA	222	111	000	0	0
100.19481400	+09.99411600	100.194814	+09.994116	06404675+0959388	14.650	0.039	14.132	0.043	14.080	0.070	AAA	222	111	000	0	0
100.21610000	+09.99951900	100.216100	+09.999519	06405186+0959582	16.598	0.174	15.762	0.138	15.184	0.177	CBC	222	111	000	0	0
100.23412300	+10.00821200	100.234123	+10.008212	06405618+1000295	16.605	0.149	15.579	0.101	15.666		CAU	220	110	000	0	0
100.22748700	+10.00221200	100.227487	+10.002212	06405459+1000079	16.110	0.116	15.342	0.089	14.867	0.139	BAB	222	111	000	0	0
100.22671000	+10.01384200	100.226710	+10.013842	06405441+1000498	15.637	0.071	15.026	0.068	14.846	0.143	AAB	222	111	000	0	0
100.22354000	+10.01909800	100.223540	+10.019098	06405364+1001087	16.273	0.129	15.816	0.126	15.042	0.162	BBC	222	111	000	0	0
100.21923600	+10.00659700	100.219236	+10.006597	06405261+1000237	16.958	0.226	15.858	0.151	15.384	0.193	DBC	222	111	000	0	0
100.21713100	+10.01406400	100.217131	+10.014064	06405211+1000506	15.572	0.069	15.118	0.075	14.721	0.122	AAB	222	111	000	0	0
100.22636600	+10.02140000	100.226366	+10.021400	06405432+1001170	15.654	0.066	14.857	0.060	14.678	0.119	AAB	222	111	000	0	0
100.20218700	+10.01324300	100.202187	+10.013243	06404852+1000476	16.250	0.125	15.620	0.126	15.233		BBU	220	110	000	0	0
100.21398300	+10.01898300	100.213983	+10.018983	06405135+1001083	16.251	0.128	15.495	0.106	14.946	0.138	BAB	222	111	000	0	0
100.20957200	+10.01787100	100.209572	+10.017871	06405029+1001043	13.423	0.028	12.751	0.027	12.495	0.026	AAA	222	111	000	0	0
100.17009600	+10.02545600	100.170096	+10.025456	06404082+1001316	15.587	0.066	15.104	0.076	14.778	0.114	AAB	222	111	000	0	0
100.16762300	+10.00657900	100.167623	+10.006579	06404022+1000236	13.725	0.032	13.241	0.032	13.009	0.034	AAA	222	112	00c	0	0
100.16743500	+10.00779000	100.167435	+10.007790	06404018+1000280	15.073	0.049	14.558	0.043	14.403	0.088	AAA	222	112	ccc	0	0
100.17097900	+10.02729800	100.170979	+10.027298	06404103+1001382	15.679	0.070	14.866	0.068	14.633	0.101	AAA	222	111	000	0	0
100.17367900	+10.02314800	100.173679	+10.023148	06404168+1001233	15.994		15.575	0.127	15.619		UBU	20	10	000	0	0
100.17970400	+10.01006100	100.179704	+10.010061	06404312+1000362	16.961	0.230	15.964	0.198	15.950		DCU	220	110	000	0	0
100.17786100	+10.01886900	100.177861	+10.018869	06404268+1001079	16.704	0.177	15.716	0.125	15.645	0.252	CBD	222	111	000	0	0
100.17777800	+10.00722400	100.177778	+10.007224	06404266+1000260	16.329	0.129	15.638	0.113	15.142	0.163	BBC	222	111	000	0	0
100.17568700	+10.01227900	100.175687	+10.012279	06404216+1000442	15.137	0.065	14.657	0.057	14.428	0.088	AAA	222	111	000	0	0
100.17551000	+10.02408200	100.175510	+10.024082	06404212+1001266	16.350	0.138	15.801	0.131	15.312		BBU	220	110	000	0	0
100.18547500	+10.01516500	100.185475	+10.015165	06404451+1000545	15.124	0.054	14.542	0.057	14.291	0.080	AAA	222	111	000	0	0
100.19433000	+10.00964100	100.194330	+10.009641	06404663+1000347	15.745	0.084	15.311	0.098	14.948	0.160	AAC	222	111	000	0	0
100.19097600	+10.00755200	100.190976	+10.007552	06404583+1000271	14.810	0.041	14.426	0.059	14.467	0.098	AAA	222	111	000	0	0
100.18541300	+10.02795100	100.185413	+10.027951	06404449+1001406	14.770	0.086	14.333	0.066	14.113	0.086	AAA	222	111	000	0	0
100.17668100	+10.03152700	100.176681	+10.031527	06404240+1001534	13.815	0.065	12.573		12.430		AUU	266	200	c00	0	0
100.17537900	+10.02854000	100.175379	+10.028540	06404209+1001427	14.552	0.040	13.895	0.043	13.698	0.051	AAA	222	111	000	0	0
100.17616200	+10.03078300	100.176162	+10.030783	06404227+1001508	14.107	0.041	12.702		12.491		AUU	266	200	c00	0	0
100.18651300	+10.02679500	100.186513	+10.026795	06404476+1001364	14.813	0.050	14.185	0.056	13.891	0.073	AAA	222	111	000	0	0
100.19337100	+10.04511100	100.193371	+10.045111	06404640+1002423	15.187	0.062	14.617	0.051	14.167	0.063	AAA	222	111	000	0	0
100.19975300	+10.01742800	100.199753	+10.017428	06404794+1001027	15.010	0.050	14.658	0.056	14.397	0.090	AAA	222	111	000	0	0
100.19072500	+10.02818000	100.190725	+10.028180	06404577+1001414	16.330	0.125	15.769	0.121	15.107	0.149	BBC	222	111	000	0	0
100.18767700	+10.03563200	100.187677	+10.035632	06404504+1002082	15.176	0.054	14.573	0.048	14.200	0.070	AAA	222	111	000	0	0
100.19995200	+10.02290600	100.199952	+10.022906	06404798+1001224	13.918	0.029	13.349	0.032	13.127	0.043	AAA	222	111	000	0	0
100.19819900	+10.01593900	100.198199	+10.015939	06404756+1000573	14.096	0.029	13.460	0.030	13.234	0.043	AAA	222	111	000	0	0
100.19764600	+10.03579700	100.197646	+10.035797	06404743+1002088	16.335	0.131	15.539	0.116	15.328	0.198	BBC	222	111	000	0	0
100.19653500	+10.02895300	100.196535	+10.028953	06404716+1001442	15.702	0.081	15.244	0.079	14.963	0.153	AAB	222	111	000	0	0
100.21317300	+10.02886800	100.213173	+10.028868	06405116+1001439	8.909	0.023	8.971	0.027	8.930	0.021	AAA	122	111	000	0	0
100.19245500	+10.03721600	100.192455	+10.037216	06404618+1002139	16.373	0.134	16.070	0.150	15.645	0.255	BCD	222	111	000	0	0
100.20673600	+10.02056500	100.206736	+10.020565	06404961+1001140	16.902	0.229	15.962	0.151	16.439		DBU	220	110	c00	0	0
100.28294200	+09.99526700	100.282942	+09.995267	06410790+0959429	16.880	0.221	15.167	0.091	14.255	0.084	DAA	222	111	ccc	0	0
100.28026800	+09.97532300	100.280268	+09.975323	06410726+0958311	12.538	0.024	11.869	0.023	11.681	0.027	AAA	222	111	000	0	0
100.29972800	+09.99479700	100.299728	+09.994797	06411193+0959412	14.205	0.037	13.516	0.037	13.324	0.050	AAA	222	111	00d	0	0
100.28733000	+09.99121400	100.287330	+09.991214	06410895+0959283	15.951	0.113	14.637	0.133	13.981	0.140	BBB	222	111	ccc	0	0
100.28874000	+09.99407300	100.288740	+09.994073	06410929+0959386	9.294	0.023	7.623	0.034	6.951	0.018	AAA	211	111	000	0	0
100.31204700	+09.99825300	100.312047	+09.998253	06411489+0959537	15.041	0.053	14.653	0.045	14.078	0.067	AAA	222	111	000	0	0
100.30294900	+09.99573000	100.302949	+09.995730	06411270+0959446	12.246	0.026	11.067	0.024	10.623	0.026	AAA	222	111	000	0	0
100.31396000	+09.99959200	100.313960	+09.999592	06411535+0959585	16.472		15.355	0.088	14.461	0.090	UAA	22	11	000	0	0
100.29070900	+10.01230800	100.290709	+10.012308	06410977+1000443	16.221	0.104	15.188	0.082	14.720	0.127	BAB	222	111	000	0	0
100.29535300	+10.01137700	100.295353	+10.011377	06411088+1000409	11.960	0.028	11.751	0.030	11.653	0.034	AAA	222	111	000	0	0
100.29462400	+10.01026000	100.294624	+10.010260	06411070+1000369	15.151	0.084	14.402	0.063	14.030	0.073	AAA	222	112	ccc	0	0
100.30355800	+10.01784200	100.303558	+10.017842	06411285+1001042	16.149	0.139	15.108	0.072	14.632	0.103	BAA	222	111	ppp	0	0
100.31015300	+10.01745600	100.310153	+10.017456	06411443+1001028	16.694		16.003	0.171	15.044	0.143	UCB	22	11	000	0	0
100.30898600	+10.01006400	100.308986	+10.010064	06411415+1000362	15.157	0.053	13.124	0.030	12.173	0.026	AAA	222	111	000	0	0
100.29984700	+10.00691900	100.299847	+10.006919	06411196+1000249	15.426	0.068	14.909	0.069	14.486	0.101	AAA	222	111	000	0	0
100.30833800	+10.02387300	100.308338	+10.023873	06411400+1001259	16.477	0.168	15.462	0.096	14.680	0.104	CAB	222	111	000	0	0
100.29933000	+10.00084800	100.299330	+10.000848	06411183+1000030	16.668	0.171	16.048	0.167	15.554	0.238	CCD	222	111	00c	0	0
100.31615900	+10.00608900	100.316159	+10.006089	06411587+1000219	15.995	0.111	15.181	0.078	14.680	0.101	BAB	222	111	000	0	0
100.31756900	+10.01340300	100.317569	+10.013403	06411621+1000482	15.221	0.057	13.900	0.039	13.356	0.047	AAA	222	111	000	0	0
100.31980000	+10.01522300	100.319800	+10.015223	06411675+1000548	15.888	0.100	14.468	0.048	13.994	0.063	AAA	222	111	000	0	0
100.32488800	+10.01156500	100.324888	+10.011565	06411797+1000416	16.364	0.148	15.371	0.104	14.746	0.125	BAB	222	111	000	0	0
100.31273400	+10.01584500	100.312734	+10.015845	06411505+1000570	16.520	0.156	15.237	0.085	14.459	0.093	CAA	222	111	000	0	0
100.24098900	+10.01001800	100.240989	+10.010018	06405783+1000360	16.196	0.115	15.443	0.107	15.179	0.181	BAC	222	111	000	0	0
100.25638100	+10.01015900	100.256381	+10.010159	06410153+1000365	12.848	0.024	12.197	0.029	12.052	0.027	AAA	222	111	000	0	0
100.25487800	+10.01262300	100.254878	+10.012623	06410117+1000454	16.360	0.133	15.245	0.114	14.675	0.124	BBB	222	111	c00	0	0
100.26202600	+10.01448900	100.262026	+10.014489	06410288+1000521	16.750	0.172	15.634	0.118	15.149	0.173	CBC	222	111	000	0	0
100.26189900	+10.02654700	100.261899	+10.026547	06410285+1001355	16.343	0.117	15.611	0.125	15.399	0.189	BBC	222	111	000	0	0
100.26395800	+10.01329700	100.263958	+10.013297	06410334+1000478	15.386	0.062	14.712	0.052	14.272	0.081	AAA	222	111	000	0	0
100.26488800	+10.00982800	100.264888	+10.009828	06410357+1000353	13.423	0.022	12.809	0.029	12.531	0.026	AAA	222	111	000	0	0
100.27264800	+10.00795700	100.272648	+10.007957	06410543+1000286	14.045	0.024	12.710	0.029	12.124	0.023	AAA	222	111	000	0	0
100.26663700	+10.01347500	100.266637	+10.013475	06410399+1000485	16.221	0.118	15.034	0.066	14.743	0.127	BAB	222	111	000	0	0
100.26034200	+10.02127500	100.260342	+10.021275	06410248+1001165	16.336	0.125	15.336	0.098	15.059	0.147	BAC	222	111	000	0	0
100.27159800	+10.00527100	100.271598	+10.005271	06410518+1000189	13.052	0.022	12.449	0.029	12.185	0.027	AAA	222	111	000	0	0
100.26905500	+10.01185500	100.269055	+10.011855	06410457+1000426	13.971	0.024	13.353	0.023	13.090	0.029	AAA	222	111	000	0	0
100.28088800	+10.04177300	100.280888	+10.041773	06410741+1002303	15.414	0.084	14.956	0.098	14.489	0.125	AAB	222	111	000	0	0
100.28041900	+10.03858100	100.280419	+10.038581	06410730+1002188	15.202	0.051	14.718	0.055	14.348	0.083	AAA	222	111	000	0	0
100.28375600	+10.03228100	100.283756	+10.032281	06410810+1001562	14.893	0.037	13.993	0.037	13.419	0.039	AAA	222	111	000	0	0
100.27291600	+10.03765200	100.272916	+10.037652	06410549+1002155	14.478	0.037	13.605	0.039	13.200	0.039	AAA	222	111	000	0	0
100.27340200	+10.02134900	100.273402	+10.021349	06410561+1001168	15.041	0.047	13.930	0.039	13.500	0.046	AAA	222	111	000	0	0
100.27934800	+10.01458400	100.279348	+10.014584	06410704+1000525	16.154	0.109	15.640	0.109	15.233	0.177	BBC	222	111	000	0	0
100.29359700	+10.03110700	100.293597	+10.031107	06411046+1001519	11.514	0.023	10.379	0.024	9.939	0.021	AAA	222	111	000	0	0
100.28900600	+10.03543800	100.289006	+10.035438	06410936+1002075	16.361	0.130	15.334	0.093	14.914	0.130	BAB	222	111	000	0	0
100.29784900	+10.03279700	100.297849	+10.032797	06411148+1001580	15.566	0.073	14.944	0.072	14.507	0.092	AAA	222	111	000	0	0
100.28662500	+10.03696100	100.286625	+10.036961	06410879+1002130	15.690	0.076	14.975	0.067	14.572	0.101	AAA	222	111	000	0	0
100.32167200	+10.02560900	100.321672	+10.025609	06411720+1001321	14.897	0.052	14.106	0.039	13.621	0.048	AAA	222	111	000	0	0
100.31326000	+10.02678100	100.313260	+10.026781	06411518+1001364	11.674	0.023	10.465	0.024	9.883	0.026	AAA	222	111	000	0	0
100.33107400	+10.01525100	100.331074	+10.015251	06411945+1000549	15.999	0.099	15.030	0.069	14.475	0.094	AAA	222	111	ccc	0	0
100.29140500	+10.04709900	100.291405	+10.047099	06410993+1002495	14.308	0.024	13.153	0.023	12.688	0.030	AAA	222	111	000	0	0
100.29829300	+10.03987700	100.298293	+10.039877	06411159+1002235	11.984	0.026	11.392	0.026	11.277	0.024	AAA	222	111	000	0	0
100.22729600	+10.03075600	100.227296	+10.030756	06405455+1001507	10.866	0.022	9.983	0.024	9.598	0.021	AAA	222	111	000	0	0
100.23340100	+10.01833400	100.233401	+10.018334	06405601+1001060	14.785	0.036	14.031	0.035	13.748	0.051	AAA	222	111	000	0	0
100.23128800	+10.03593100	100.231288	+10.035931	06405550+1002093	16.679	0.165	15.621	0.105	15.146	0.175	CBC	222	111	000	0	0
100.23616500	+10.04436500	100.236165	+10.044365	06405667+1002397	16.475	0.181	15.748	0.162	15.295		CCU	220	110	c00	0	0
100.23757500	+10.04114800	100.237575	+10.041148	06405701+1002281	15.968	0.091	15.308	0.084	15.319	0.205	AAC	222	111	ccc	0	0
100.23733000	+10.04270100	100.237330	+10.042701	06405695+1002337	14.700	0.047	14.069	0.050	13.822	0.069	AAA	222	111	000	0	0
100.24431200	+10.03243100	100.244312	+10.032431	06405863+1001567	15.934	0.084	15.457	0.091	15.026	0.144	AAB	222	111	000	0	0
100.24912100	+10.03684200	100.249121	+10.036842	06405978+1002126	14.660	0.037	13.816	0.035	13.502	0.043	AAA	222	111	000	0	0
100.24684200	+10.02811200	100.246842	+10.028112	06405924+1001412	16.860	0.204	15.785	0.134	15.422	0.204	CBD	222	111	000	0	0
100.24326800	+10.01512900	100.243268	+10.015129	06405838+1000544	16.769	0.178	15.976	0.158	15.128	0.156	CCC	222	111	000	0	0
100.23806900	+10.03728400	100.238069	+10.037284	06405713+1002142	18.271		15.821	0.147	15.458	0.236	UBD	22	11	000	0	0
