OBJECT_ID,2MASS,_RAJ2000,_DEJ2000,Jmag,Hmag,Kmag
3326717294790476416,06404001+0951046,100.166721,9.851304,12.881,11.585,11.079
3326930668766368000,06404018+1000280,100.167435,10.00779,15.073,14.558,14.403
3326930668766368128,06404022+1000236,100.167623,10.006579,13.725,13.241,13.009
3326929805477768064,06404023+0956565,100.16765,9.949037,16.499,15.91,14.953
3326905478783068800,06404041+0954513,100.168375,9.914262,15.782,14.672,14.275
3326717294790476160,06404043+0951025,100.168491,9.850695,14.016,13.326,13.067
3326905483076854144,06404063+0954488,100.169314,9.913581,15.357,14.453,14.147
3326929977276481024,06404067+0958152,100.169471,9.970906,16.603,15.539,15.296
3326930703126104576,06404082+1001316,100.170096,10.025456,15.587,15.104,14.778
3326905272629132544,06404092+0954108,100.170519,9.903003,14.82,14.09,13.724
3326929977276208000,06404096+0958288,100.170676,9.97467,15.866,15.234,14.852
3326930703126104064,06404103+1001382,100.170979,10.027298,15.679,14.866,14.633
3326905173840508416,06404113+0952565,100.171411,9.882367,12.533,11.774,11.250
3326929049563522944,06404113+0956529,100.171392,9.948042,15.744,15.3,15.063
3326928946488943744,06404117+0955572,100.171549,9.932573,16.844,15.558,14.962
3326905276919722496,06404124+0954308,100.171859,9.908575,12.886,11.762,11.330
3326929912850811776,06404125+0958073,100.17191,9.96872,16.84,15.957,15.512
3326929049563235840,06404130+0957075,100.172092,9.9521,15.532,14.747,14.299
3326717294790475520,06404131+0951023,100.172156,9.850659,12.806,12.024,11.713
3326905272623980288,06404136+0954138,100.172338,9.90385,11.64,10.951,10.427
3326928946483977088,06404156+0955174,100.173176,9.921504,13.349,12.878,12.758
3326930698835890048,06404168+1001233,100.173679,10.023148,15.994,0.127,UBU
3326928950778151168,06404170+0955520,100.173772,9.931137,16.27,15.042,14.805
3326928950778151296,06404170+0955520,100.173772,9.931137,16.27,15.042,14.805
3326928946484374656,06404183+0955330,100.174326,9.925848,14.027,12.447,11.740
3326717393579136640,06404184+0951445,100.174356,9.862365,12.753,11.853,10.978
3326717290495738496,06404203+0951047,100.175131,9.851321,15.528,14.606,14.204
3326930801910032640,06404209+1001427,100.175379,10.02854,14.552,13.895,13.698
3326933761141491328,06404210+1002083,100.175434,10.035646,15.187,14.571,14.334
3326930698830809856,06404212+1001266,100.17551,10.024082,16.35,15.801,15.312
3326905272624539520,06404213+0954481,100.175547,9.913374,15.849,14.809,14.398
3326929049563233152,06404213+0957001,100.175553,9.950029,15.705,15.007,14.698
3326930634405305472,06404216+1000442,100.175687,10.012279,15.137,14.657,14.428
3326930630111310592,06404216+1000442,100.175687,10.012279,15.137,14.657,14.428
3326930806205318272,06404227+1001508,100.176162,10.030783,14.107,12.702,AUU
3326930806205317888,06404240+1001534,100.176681,10.031527,13.815,12.573,AUU
3326928946483975424,06404246+0955172,100.176938,9.921468,14.807,14.086,13.935
3326930011636227072,06404246+0959010,100.176957,9.983638,16.611,15.78,15.291
3326905272624530304,06404252+0954093,100.177201,9.902591,15.198,14.583,14.171
3326905208200246016,06404262+0953477,100.177595,9.896588,13.506,12.83,12.691
3326930630111298176,06404266+1000260,100.177778,10.007224,16.329,15.638,15.142
3326905272629208320,06404268+0954052,100.177856,9.901458,15.665,15.096,14.635
3326930698830798848,06404268+1001079,100.177861,10.018869,16.704,15.716,15.645
3326930011635962368,06404276+0958552,100.178184,9.982005,15.686,15.372,14.829
3326929049563590144,06404278+0956258,100.178257,9.940516,16.448,15.539,14.996
3326930389593101568,06404286+0959292,100.178599,9.991449,16.231,15.739,15.738
3326929908556996480,06404291+0957416,100.178828,9.961566,17.027,15.867,15.279
3326929908556718208,06404294+0957563,100.178918,9.965644,14.468,13.794,13.588
3326928946484374528,06404299+0955308,100.179162,9.925236,16.423,15.687,15.521
3326930630111534208,06404312+1000362,100.179704,10.010061,16.961,15.964,15.950
3326928950779456640,06404329+0955195,100.180398,9.922094,14.892,14.261,13.975
3326717294790475008,06404335+0950595,100.180629,9.849875,12.568,11.953,11.725
3326929942916498560,06404357+0958197,100.181559,9.972153,14.696,13.896,13.569
3326905203903327104,06404361+0953493,100.181722,9.897047,14.222,13.485,13.075
3326717084337101824,06404365+0950324,100.181899,9.842361,14.058,12.991,12.645
3326929152642461056,06404380+0957299,100.182537,9.958314,15.404,14.676,14.538
3326928740324101760,06404393+0955168,100.183052,9.921356,14.249,12.941,12.469
3326905203903327488,06404421+0954083,100.184225,9.902312,16.58,15.952,15.467
3326905203903326976,06404424+0953393,100.184337,9.89427,13.786,13.103,12.855
3326928985137886464,06404432+0955497,100.184708,9.93049,16.21,15.705,15.225
3326928740324113152,06404436+0955193,100.184848,9.922031,13.779,12.551,12.091
3326928980842270464,06404442+0955398,100.185118,9.927723,14.817,14.259,13.998
3326929942914962816,06404442+0958044,100.185102,9.967901,16.638,15.824,15.231
3326930801910032256,06404449+1001406,100.185413,10.027951,14.77,14.333,14.113
3326930634406627200,06404451+1000545,100.185475,10.015165,15.124,14.542,14.291
3326717084337102208,06404464+0950436,100.186017,9.845445,15.815,14.977,14.392
3326717088630017024,06404464+0950436,100.186017,9.845445,15.815,14.977,14.392
3326928980842270848,06404470+0955540,100.186267,9.931668,15.034,14.252,13.985
3326930806205317248,06404476+1001364,100.186513,10.026795,14.813,14.185,13.891
3326929152640978816,06404480+0956478,100.186702,9.946621,16.166,15.46,15.114
3326930389591563648,06404481+0959141,100.186737,9.987251,16.78,16.16,15.542
3326929191297621120,06404485+0957442,100.18688,9.962293,12.262,11.566,11.423
3326930801908225920,06404504+1002082,100.187677,10.035632,15.176,14.573,14.200
3326717329150212352,06404506+0951276,100.187769,9.857693,14.147,13.496,13.233
3326928774690252160,06404523+0955181,100.188463,9.921699,16.505,15.485,15.048
3326929942914948608,06404543+0958040,100.189333,9.967785,15.955,15.272,14.815
3326717329150212224,06404553+0951230,100.18974,9.856413,12.007,10.835,10.367
3326930393888460288,06404569+0959425,100.190397,9.995163,13.089,0.071,0.080
3326929947211863168,06404572+0958288,100.19051,9.974694,14.16,13.558,13.415
3326930801908219136,06404577+1001414,100.190725,10.02818,16.33,15.769,15.107
3326717427934488064,06404582+0952106,100.19093,9.869613,15.843,14.559,14.278
3326930634406627456,06404583+1000271,100.190976,10.007552,14.81,14.426,14.467
