OBJECT_ID,RA,DEC,1_mag_0,1_mag_err_0,DATE-OBS_1_mag_0,2_mag_0,2_mag_err_0,DATE-OBS_2_mag_0,3_mag_0,3_mag_err_0,DATE-OBS_3_mag_0,4_mag_1,4_mag_err_1,DATE-OBS_4_mag_1
3326929225657356288,100.2409436821751,9.941616329108202,14.974244,0.019938404,2008-11-01T22:34:49.428,14.984356,0.023616057,2008-11-01T22:34:49.428,14.993501,0.043900591,2008-11-01T22:34:49.428,15.163204,0.1647531,2008-11-01T22:34:49.428
3326929221360458752,100.23972383427733,9.9379171285549,17.990134,0.087834008,2008-11-01T22:34:49.428,17.750899,0.090836759,2008-11-01T22:34:49.428,17.027841,0.22659615,2008-11-01T22:34:49.428,16.040707,0.36300667,2008-11-01T22:34:49.428
3326929221360454912,100.23780617518351,9.945147744328958,17.221778,0.05873313,2008-11-01T22:34:49.428,17.182716,0.067789328,2008-11-01T22:34:49.428,16.845072,0.19336508,2008-11-01T22:34:49.428,16.472647,0.53771399,2008-11-01T22:34:49.428
3326741174808624256,100.24249774938156,9.929022554829153,16.061421,0.033280486,2008-11-01T22:34:49.428,16.016767,0.038392696,2008-11-01T22:34:49.428,16.04058,0.098270991,2008-11-01T22:34:49.428,16.179079,0.41160996,2008-11-01T22:34:49.428
3326929290079933184,100.23219715849747,9.952109169272525,17.316382,0.061624861,2008-11-01T22:34:49.428,17.232156,0.069500569,2008-11-01T22:34:49.428,16.984992,0.2182978,2008-11-01T22:34:49.428,16.134066,0.39511465,2008-11-01T22:34:49.428
3326741170513705344,100.23973838958555,9.925792242837872,16.40663,0.039280149,2008-11-01T22:34:49.428,16.265111,0.043231358,2008-11-01T22:34:49.428,16.257377,0.11746596,2008-11-01T22:34:49.428,16.588639,0.59772584,2008-11-01T22:34:49.428
3326928847700236288,100.22714251257824,9.93569954734864,12.52544,0.0064157793,2008-11-01T22:34:49.428,13.027646,0.00953738,2008-11-01T22:34:49.428,12.762405,0.01123313,2008-11-01T22:34:49.428,12.832265,0.023486048,2008-11-01T22:34:49.428
3326741484046267776,100.25719510991394,9.930924567482112,15.850573,0.030103635,2008-11-01T22:34:49.428,15.813879,0.034866961,2008-11-01T22:34:49.428,15.798956,0.080886898,2008-11-01T22:34:49.428,15.932819,0.32918168,2008-11-01T22:34:49.428
3326929294376833152,100.22876459619859,9.952539479136396,17.487633,0.067289747,2008-11-01T22:34:49.428,17.41928,0.076442835,2008-11-01T22:34:49.428,16.860771,0.19600572,2008-11-01T22:34:49.428,15.974845,0.34195983,2008-11-01T22:34:49.428
3326741101798707584,100.24725717111664,9.922252125736518,12.675075,0.0068742162,2008-11-01T22:34:49.428,12.563936,0.0077004974,2008-11-01T22:34:49.428,12.257892,0.0086685868,2008-11-01T22:34:49.428,11.755405,0.011121954,2008-11-01T22:34:49.428
3326928847700236928,100.22578956872016,9.931089788386485,16.435724,0.03983668,2008-11-01T22:34:49.428,16.438151,0.046987689,2008-11-01T22:34:49.428,16.575233,0.15344235,2008-11-01T22:34:49.428,18.105454,2.4000769,2008-11-01T22:34:49.428
3326929255720180352,100.24746518640112,9.959849311787536,17.564977,0.070046415,2008-11-01T22:34:49.428,17.619554,0.084783413,2008-11-01T22:34:49.428,17.337306,0.29728823,2008-11-01T22:34:49.428,16.535165,0.56926248,2008-11-01T22:34:49.428
3326929294376832384,100.2325364078635,9.957716903791157,17.666882,0.073884409,2008-11-01T22:34:49.428,17.527347,0.080817527,2008-11-01T22:34:49.428,17.560665,0.36236462,2008-11-01T22:34:49.428,18.421941,3.2104704,2008-11-01T22:34:49.428
3326929328736569088,100.24791537141267,9.961375650145866,16.934914,0.050868747,2008-11-01T22:34:49.428,16.832066,0.056935501,2008-11-01T22:34:49.428,16.660644,0.16502866,2008-11-01T22:34:49.428,16.507028,0.55483883,2008-11-01T22:34:49.428
3326928809043598080,100.22604749136357,9.926136463117519,16.831534,0.048331723,2008-11-01T22:34:49.428,16.501909,0.048459597,2008-11-01T22:34:49.428,15.971889,0.092936359,2008-11-01T22:34:49.428,15.029049,0.14622081,2008-11-01T22:34:49.428
3326741587125480960,100.26402031078698,9.948048615631484,16.661303,0.044455467,2008-11-01T22:34:49.428,16.727991,0.054099323,2008-11-01T22:34:49.428,16.689556,0.16916053,2008-11-01T22:34:49.428,16.953173,0.83403175,2008-11-01T22:34:49.428
3326928912129206272,100.22034642157354,9.949054510317564,19.061628,0.16449612,2008-11-01T22:34:49.428,18.963446,0.18125152,2008-11-01T22:34:49.428,18.978896,1.3040599,2008-11-01T22:34:49.428,18.208306,2.6380103,2008-11-01T22:34:49.428
3326741136153966848,100.23016235456603,9.92047353375434,17.634811,0.072650297,2008-11-01T22:34:49.428,17.548151,0.08169293,2008-11-01T22:34:49.428,17.24987,0.27523819,2008-11-01T22:34:49.428,16.836448,0.74957606,2008-11-01T22:34:49.428
3326928912122809472,100.21838112643849,9.943500656348112,17.305163,0.061273515,2008-11-01T22:34:49.428,17.258357,0.070427481,2008-11-01T22:34:49.428,16.67783,0.16747151,2008-11-01T22:34:49.428,15.854715,0.30670858,2008-11-01T22:34:49.428
3326741101794228352,100.23949263668598,9.915906259757907,17.405029,0.06448485,2008-11-01T22:34:49.428,17.321858,0.072733433,2008-11-01T22:34:49.428,17.289203,0.28493844,2008-11-01T22:34:49.428,17.220607,1.0654518,2008-11-01T22:34:49.428
3326741479751304704,100.26182116670107,9.922800936718973,17.152358,0.056710192,2008-11-01T22:34:49.428,17.06201,0.063809326,2008-11-01T22:34:49.428,17.031284,0.22727718,2008-11-01T22:34:49.428,17.242633,1.0871756,2008-11-01T22:34:49.428
